,description,id,created_on,status,project,author,subject,cliente
1942,"Ontem eu importei uma XML da nota 17517 do fornecedor Ortobio porém alguns itens vieram trocados tamanho. Por exemplo, foi importado como parafuso cortical 3,5 x 32 mas o certo é 3,5 x 26
nisso depois de ter salvo a nota fui fazer as alterações apenas dos itens que estavam divergentes, de 5 páginas de conteúdo, 5 itens foram importados incorretamente
a questão é que o sistema não me permite fazer as alterações
como posso proceder?",8411,19/11/2020,Fechada,Suporte Técnico,Ana,informações referente a ajuste de nota fiscal,ORTONORTE ORTESE E PROTESE LTDA
1943,"Menu - Utilitários - Programas
Filtro - Entidades - Cadastro - Alteração

!CadProgramas.png!

Ao retirar a permissão dessa opção para determinados níveis, o sistema está também desabilitar o Botão de Gravar, impossibilitando também a inclusão de novos registros na tela.

!TelaEntidades.png!

O cliente deseja com essa opção que bloqueie somente a opção de alteração e não a inclusão de novos registros na tela de Entidades",8393,18/11/2020,Fechada,Suporte Técnico,Elaine,Bloqueio na tela de Entidades,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1944,"Sistema com mensagem de erro
CST nao corresponde ao tipo de codigo de beneficio fiscal. [nItem:5]
enmpresa - galdinos",8417,19/11/2020,Fechada,Suporte Técnico,Elaine,Auxilio com emissão da nota,MASTERCIM INFORMATICA LTDA
1945,Cliente solicitou ajuda com a emissão da carta de correção,8396,18/11/2020,Fechada,Suporte Técnico,Elaine,Ajuda com a emissão da Carta de correção,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1946,Solicitada Reinicialização do Nfe,8419,19/11/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1947,Atualização no sistema,8420,19/11/2020,Fechada,Suporte Técnico,Ana,Atualização no sistema,DESTAK PAPELARIAS
1948,"Movimento - caixa venda rapida

Cliente tentou enviar as NFC-e 172 e 281 mas apresentaram o erro pois as entidades utilizadas tem I.E, ela gerou uma nota fiscal para cada venda, mas no gerenciador apresenta as nfc ainda com erro 

Notas Consumidores *172 - dia 10/11/2020 e 281 - dia 18/11/2020*

Base disponível em: https://drive.google.com/drive/folders/1Djlc_Q2tVd3TEcE8EUTSZfQc19I0cs_5?usp=sharing

!pegaza.png!

",8418,19/11/2020,Fechada,Suporte Técnico,Ana,notas pendentes de retorno,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
1949,"Menu - Cadastros - Entidades - Entidades
Cód 1325 - SANTA CASA DE MISERICORDIA E MATERNIDADE DE RONDONOPOLIS
entro em edição da tela.
Campo Prazo de Pagamento - BOLETE 60/90
Campo Forma de Pagamento Padrão - Boleto

!TelaEntidade.png!

Menu - Financeiro - Contas a Receber
Filtro - Receber/Recebidas - Data a considerar Emissão - Data 17/11/2020 a 17/11/2020
1325 - SANTA CASA DE MISERICORDIA E MATERNIDADE - DOCUMENTO 112.955
!Filtro.png!

Entro em Edição do documento 112.922
Campo Plano de Pagamento - 1141 DEPOSITO BANCARIO
!ContasReceber.png!

Nota 112955
!Nota.png!
Menu - Financeiro - Cobrança Bancaria - Envio
No Campo Plano de conta apresenta Deposito Bancário.
!TelaEnvio.png!

O que consta no financeiro ( deposito bancário) esta diferente do que esta no cadastro da Entidade/Pedido de Venda(Boleto 60/90).

Base de teste: https://drive.google.com/file/d/1BjTCcI7ehj1bHHlih5JLJwRycW8QL5Is/view?usp=sharing",8394,18/11/2020,Fechada,Suporte Técnico,Elaine,Apresentação do Plano de contas na tela de Cobrança Bancária/Envio,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1950,Cliente informou que o sistema estava apresentando incorretamente a mensagem de cnpj já existente,9154,26/1/2021,Fechada,Suporte Técnico,Elaine,Mensagem de CNPJ já existente no sistema,IMPLANEWS - BETHA IMPLANTES
1951,"Base disponível em: https://drive.google.com/drive/folders/1zak0to1lPmxq1YYHSXyksJP2h2oZf7Ej?usp=sharing

<pre>
Na importação do arquivo do banco para o sistema, a títulos anteriores que já estão pagos, mas não baixou.
</pre>

A um tempo atrás houve um problema nos arquivos de retorno do banco para o sistema, e nisso todos os títulos de 01/01/2000 ate 30/11/2020 estão apresentando em aberto, e cliente tem apenas 2 títulos de Dezembro/2020, e 6 de Janeiro/2021 em aberto.

*Verificar a possibilidade de baixar os títulos a receber no período de 01/01/2000 a 30/11/2020*",9153,26/1/2021,Fechada,Suporte Técnico,Ana,Contas a Receber - Titulos em abertos,COPAVES - FRANGOS CANCAO
1952,"Precisamos fazer contagem do estoque,  Gostaria de um auxilio por favor
Eu preciso abrir o sistema e fazer o inventario, Vou fazer uma auditoria So o relatorio nao serve",8863,4/1/2021,Fechada,Suporte Técnico,Ana,Inventario de estoque,VERITAS COMERCIO PRODUTOS MEDICOS HOSPITALARES
1953,Cliente estava acessando servidor mais sistema não abre na maquina,8448,23/11/2020,Fechada,Suporte Técnico,Elaine,Cliente não consegue abrir o sistema,PRIDE MEDICAL COM. DE INST. E MAT. MÉDICOS LTDA
1954,Cliente relatou que não consegue fazer o Bkp da base de dados do sistema,8447,23/11/2020,Fechada,Suporte Técnico,Elaine,Erro no bkp da base de dados,SANDIPEL COM.DE SUP.MAQ.E ASS.TECNICA LTDA
1955,Eu consigo gerar uma nota fiscal de uma venda de outubro?,8865,4/1/2021,Fechada,Suporte Técnico,Ana,Duvida Nota fiscal,MATERCONS CAMPO MOURÃO
1956,Cliente não consegue acessar maquina em que o sistema está instalado,8864,4/1/2021,Fechada,Suporte Técnico,Elaine,Cliente não consegue acessar sistema pela rede,RGM
1957,Liberação de Acesso,8470,24/11/2020,Fechada,Suporte Técnico,Ana,Liberação de Acesso,ULTRATHERM
1958,Ajuste de atalho da pasta da Linhaço,8469,24/11/2020,Fechada,Suporte Técnico,Ana,Ajuste de atalho,LINHACO
1959,Sistema com mensagem de tempo de consulta excedido,8468,24/11/2020,Fechada,Suporte Técnico,Elaine,Ajuda com a emissão da NF,TRUCK CENTER
1960,"Versão 20.10.01

Movimento - pedido de venda 

Pedido: SANTAMARIA EXPORTAÇÕES LTDA

Ao gerar um pedido e faturar parcialmente na tela de edição do pedido não esta apresentando o valor correto pendente conforme apresente a imagem abaixo

!PEDIDO.png!
!TotalTela.png!

Base disponivel em: https://drive.google.com/drive/folders/1U01NmuDY8sSzL0CGLkSVqq3OxqH4Fuvi?usp=sharing",7926,14/10/2020,Fechada,Suporte Técnico,Ana,Total Pendente no Pedido de Venda,GS MOVEIS DE VIME LTDA
1961,Ajuste de atalho,8450,23/11/2020,Fechada,Suporte Técnico,Ana,Ajuste de atalho,LINHACO
1962,Cliente solicitou ajuda com a Nf de devolução,8449,23/11/2020,Fechada,Suporte Técnico,Elaine,Ajuda com a emissão da NF,COPAVES - FRANGOS CANCAO
1963,Cliente não está conseguindo cadastar um usuario,8869,4/1/2021,Fechada,Suporte Técnico,Elaine,Cadastro de Usuario,SPACE MEDICAL DISTRIBUIDORA LTDA
1964,"Estamos com CAVALO DE TROIA no ERP, O que podemos fazer?",8456,23/11/2020,Fechada,Suporte Técnico,Ana,Virus no ERP,FARMATEX DO BRASIL S/A
1965,Atalho na maquina nova,9302,8/2/2021,Fechada,Suporte Técnico,Ana,Atalho novo,HIGI LUX PROTECT
1966,Cliente não esta conseguindo puxar atalho do sistema pra uma das maquinas,8457,23/11/2020,Fechada,Suporte Técnico,Elaine,Ajuda com o atalho do sistema,PRIDE MEDICAL COM. DE INST. E MAT. MÉDICOS LTDA
1967,"O sistema está apresentando mensagem de erro na tela de Cadastro de Produtos
Menu - Cadastro - Produto - Produto
Filtrar por Cód. Fabricante - 2914/01

Ao Selecionar a aba de Edição desse produto, o sistema apresenta a mensagem de erro: Floating point division by zero.
!TelaProdutos.png!

OBS: Versão do sistema: V20.11.01

Base de teste: https://drive.google.com/file/d/1rHdsy_PU3XrPoRvF12XABHuFm2_tbboU/view?usp=sharing
Log de erro:https://drive.google.com/file/d/1C2WhAeggPFDkn0JvnrqzfKrfsHnEvn16/view?usp=sharing
",8452,23/11/2020,Fechada,Suporte Técnico,Elaine,Mensagem de Erro na tela de Cadastro de Produto,MEGA MEDICAL
1968,"Quando vou transferir os boletos, alguns aparecem erro dizendo que o endereço ultrapassou o tamanho de 37 posições, é alguma configuração do sistema ou do banco?",9301,8/2/2021,Fechada,Suporte Técnico,Ana,Duvida na emissão de boleto,ULTRATHERM
1969,"Ao tentar gerar o email pelo sistema apresenta a seguinte mensagem :
Iniciando processo de envio.
Configurando o cabeçalho do e-mail.
Logando no servidor de e-mail.
Iniciando os envios.
Erro : SMTP Error: Unable to send MailFrom.
530 5.7.0  https://support.google.com/mail/?p=WantAuthError h5sm14719526qti.22 - gsmtp",9303,8/2/2021,Fechada,Suporte Técnico,Ana,Não esta enviando email,MEGAMAX AMBIENTES
1970,"<pre>
A NFC-e 4078 da empresa Xavier veio com o arquivo corrompido, você consegue verificar por gentileza como está a situação desta nota no seu sistema.
</pre>

Base disponível em: https://drive.google.com/drive/folders/1HeEq1lzqOPg8tk0cpakkQrXBxEtJz3Rd?usp=sharing

Empresa 2

Cliente encaminhou o arquivo do xml para a contabilidade, mas o arquivo da nfc 4078 apresentou erro conforme o print abaixo, Ao tentar realizar a impressão da NFC 4078 do dia 28/12/2020, apresenta a mensagem ""Arquivo xml não encontrado"", verifiquei na pasta e tinha apenas o arquivo "".nfce"" , na receita está nova consta como enviada, apenas esta ficou com erro e não consegui refazer conforme processo orientado.

*contabilidade pediu para verificar se ate dia  até o dia 20, não conseguimos verificar,
Pois precisamos faturar essa nota para entrar no impostos que vocês vão pagar no dia 20. Caso ela fique para faturar depois iremos precisar mexer no mês 12/2020, e pode influenciar no imposto do mês 01/2021 caso já tivermos apurado os impostos.*

!contabilidade.jpeg!",9000,12/1/2021,Fechada,Suporte Técnico,Ana,erro no arquivo xml,MATERIAIS DE CONSTRUCAO AFONSO PENA
1971,"Base disponível em: https://drive.google.com/drive/folders/1D700vkrZB75jxQCy799UiEKCu8j9TH16?usp=sharing

Ao tentar gravar as ordens de serviço esta apresentando uma mensagem como se tivesse alterando a descrição dos itens, mas estamos incluindo os produtos apenas e no cadastro do grupo todos estão marcados para *""Permitir alterar a descrição dos itens""*

Empresa 2
Movimento - Ordem de serviço 
O.s Nº 25

Ao incluir os produtos de codigo: 27, 132, 85 3519, quando clico em gravar apresenta a mensagem e não deixa prosseguir.

Obs.: Mesmo que faça a inclusão de uma nova o.s apresenta a mesma coisa, todas as o.s estão acontecendo isso.

!grupo.png!
!os.png!",9498,22/2/2021,Fechada,Suporte Técnico,Ana,Erro ao gravar a Ordem de Serviço,OSMAR MOTORES
1972,Ao gerar a nota fiscal está apresentando erro de falha na conexão,9508,22/2/2021,Fechada,Suporte Técnico,Ana,Não esta enviando nota fiscal,SPACE MEDICAL DISTRIBUIDORA LTDA
1973,Alteração do IP nos caminhos do sistema,9496,22/2/2021,Fechada,Suporte Técnico,Ana,Alteração do IP,RMP ESTAMPARIA E METALURGICA
1974,Solicitada reinicialização do MasterNfe,9511,22/2/2021,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1975,Solicitada reinicialização do MasterNfe,9510,22/2/2021,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1976,Cliente perdeu o atalho da maquina,9509,22/2/2021,Fechada,Suporte Técnico,Elaine,Puxar atalho no pc,METAL BRASIL
1977,Atualização no sistema,9512,22/2/2021,Fechada,Suporte Técnico,Ana,Atualização no sistema,SPACE MEDICAL DISTRIBUIDORA LTDA
1978,"Cliente reportou que quando foi lançar um novo pedido de venda  ao gravar apresentou a seguinte mensagem ""Número de documento já existente no pedido 1150057 "", mas ele estava lançando o pedido do zero.",8426,19/11/2020,Fechada,Suporte Técnico,Ana,Pedido de Venda - numero duplicado,PROFFIX COMERCIO DE EQUIPAMENTO MÉDICOS E HOSPITALARES LTDA
1979,"Realizado negociação com nova empresa que faz parte do grupo da Implanews DF, essa empresa terá instalação dos sistemas separada da atual com servidor e banco de dados individualizados, Contudo, cliente pertente aproveitar as configurações do banco de dados como os usuários e níveis de acesso, bem como será copiada a pasta de instalação dos sistema para também aproveitar os layouts que são utilizados atualmente. Cliente necessita que seja feito uma limpeza da base de dados a qual venha a excluir as movimentações e os cadastros (produtos e cliente, médicos, hospitais e fornecedores) e que se mantenha os cadastros como usuários, naturezas de operações e as configurações de layouts e parâmetros.
Empresa que utilizará o sistema terá as informações:
RAZÃO SOCIAL: SPACE MEDICAL DISTRIBUIDORA LTDA
CNPJ: 17.398.901/0001-86
ENDEREÇO: Rua Doutor José Esteves Rodrigues 55 Bairro Itapoa - CEP 31.710-110 Belo Horizonte/MG
FANTASIA: SPACE MEDICAL
I.E 00.208.211/700-15
(31) 9.9550-0570 

Base de dados origem: https://drive.google.com/file/d/1zH5A2vZzX4FRUbxFT5uR3vh5XlfGr5p0/view?usp=sharing
",8455,23/11/2020,Fechada,Suporte Técnico,Cleverson,Limpar base de dados para instalação de nova empresa,SPACE MEDICAL DISTRIBUIDORA LTDA
1980,atualização do certificado,8460,23/11/2020,Fechada,Suporte Técnico,Ana,Certificado Vencido,BIOFIX
1981,Ajustamos o parâmetros ref. ao ticket 6475,8461,23/11/2020,Fechada,Suporte Técnico,Ana,Ajuste parametro,COMPANHIA AMBIENTAL
1982,Cliente relatou que o sistema não estava rastreando determinado produto/lote,8463,23/11/2020,Fechada,Suporte Técnico,Elaine,Cliente não está conseguindo rastrear produto,PRIDE MEDICAL COM. DE INST. E MAT. MÉDICOS LTDA
1983,Cliente estava clicando no sinal de - (menos) para alterar a quantidade do produto no kit e relatou que o sistema estava incorreto pois estava excluindo o item.,8462,23/11/2020,Fechada,Suporte Técnico,Elaine,Auxilio na tela de Montagem de Kit,PRIDE MEDICAL COM. DE INST. E MAT. MÉDICOS LTDA
1984,"Base disponível: https://drive.google.com/drive/folders/1TM2BjmO75zY5d8pIVmEcXvmtz84fj6VR?usp=sharing

Movimento - Nota fiscal

Mesmo após a atualização ref. ao ticket #8285, Ao enviar uma nota fiscal no xml esta indo o sequencial interno do sistema, ao invés código do fabricante conforme as configurações definidas.

Em anexo está o pdf que o Cliente do cliente baixou direto da receita, e a imagens da nota impressa via sistema",9473,19/2/2021,Fechada,Suporte Técnico,Ana,Codigo do fabricante no xml,FIXAR IND.COM.KITS AR CONDICIONADO LTDA
1985,"Menu - Movimentações - Saídas - Requisições de Materiais
Filtro - Fechadas
Período 11/12/2020 a 17/12/2020
Segundo cliente (Wellington) para esse filtro as RMs 
Hospital Nossa Sra das Graças
Onix
Irmandade Santa Casa
Deveriam estar em enviadas e não no filtro de Fechadas.

!Fechadas.png!

Foi checado com o usuario se existia algum detalhe dentro do processo que pudesse diferenciar essas rms das demais que estão corretas e segundo cliente o processo é exatamente o mesmo.
Ele fez a inclusão de algumas rms para tentarmos reproduzir mas ele foram corretamente para o filtro de enviadas.

Nos testes efetuados com a base do cliente logando com o usuario do Welligton, as rms foram corretamente para o filtro de Envidas.

Segue passo a passo do processo feito pelo cliente

Menu - Movimentações - Saidas - Pedido de venda
Clico no botão de Incluir
informo Cliente (Ex 507 - IRMANDADE SANTA CASA MISERIC DE CTBA) e Produto (TE060601LR - TE060601LR - CONECTOR EM Y / LOTE SET1937 - 1UND) e gravo.

Em modo lista, seleciono a Rm que acabei de inserir e clico no botão de Checklist, ao abrir a tela de Ligação RM - Kit, clico no botão de Confirmar, confirmo o Envio e imprimo o relatório de conferencia.

Ajusto o Filtro de Abertas, para Enviadas, seleciono a Rm que acabei de inserir e clico no botão Gerar Pedido.
O sistema apresenta a tela de Pedido de venda, nessa tela altero a Natureza de operação para 22 - 5,949 OUTRA SAIDA MERC PREST SERVICO NAO ESPECIFICADO.
O sistema apresenta a mensagem: Confirma a alteração da natureza de operação para todos os itens. Clico em Sim.
Clico no botão de Carregar Faturamento e gravo.
Em modo lista, seleciono o Pedido de clico em Libera Fat. O sistema apresenta a mensagem: Pedido liberado. Deseja deixar pendente para faturamento? Clico em Sim

O Pedido vai para o filtro de Fat Pendente, seleciono o Pedido e clico em Faturar. O sistema abre a tela de Faturamento (Saida), nessa tela clico no botão de Nota Fiscal, ao abrir a tela de Impressão de Nota Fiscal clico no Botão Confirmar e faço a emissão para a receita.

Fecho a Tela de Pedido de venda e vou na tela de RM, seleciono o Filtro de Enviadas e a RM consta no filtro como deveria.

!Rm_Pedido.png!

Base: https://drive.google.com/file/d/1QKJPqNx3F-g_svPgK4OcmsJjuWMIs4rD/view?usp=sharing

*OBS: Foi verificado que as rms que vão incorretamente para o filtro de Fechadas, perdem a rastreabilidade (Consultado Produto/Lote na tela de Relatórios - Rastrear - Rastreamento de Produto/Lote e não apresenta movimentações dessas Rms que vão para fechadas).* 
",8780,16/12/2020,Fechada,Suporte Técnico,Elaine,"RMS continuam caindo em fechadas , quando deveriam ficar em Enviadas",X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1986,"<pre>
No cadastro do cliente ao dar o TAB acabei inserindo o motivo da desoneração, mas esse cliente não tem desoneração. Como faço para tirar?
</pre>

No cadastro de entidades, aba FISCAIS, cliente acabou colocando por engano uma informação no campo de motivo de desoneração, como apagar a informação que foi colocada por engano ?",8856,29/12/2020,Fechada,Suporte Técnico,Ana,Cadastro de Entidades - Motivo Desoneração de ICMS,BLACK CHOPP BEBIDAS (CURITIBA)
